web-scraper-order,web-scraper-start-url,title_raw,price_raw,ranking_raw,duration_raw,text_raw
"1713267369-229","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","199. Erleben Sie die Schweizer Landschaft auf einer privaten Tour mit dem Auto ab Luzern","CHF 799","","10 - 11 Stunden","199. Erleben Sie die Schweizer Landschaft auf einer privaten Tour mit dem Auto ab LuzernGanztägige Touren10 - 11 StundenKostenlose StornierungEnglischBegleiten Sie uns auf dieser faszinierenden Reise durch die malerische Schweizer Landschaft, während wir Sie auf einen ganztägigen Ausflug mit dem Auto zu malerischen Dörfern, sanften Hügeln und atemberaubenden Bergketten entführen.

Genießen Sie einen Fotostopp am Aussichtspunkt Chälrütirank mit malerischer Aussicht auf den Sarnersee und die Berge. Setzen Sie Ihre Reise nach Grindelwald fort. Schlendern Sie durch die engen Kopfsteinpflasterstraßen mit traditioneller Schweizer Architektur und gemütlichen Cafés, die eine unglaubliche Aussicht auf die umliegenden Berge und üppigen Täler bieten.

Entdecken Sie die Pracht von Lauterbrunnen, das für seine Wasserfälle und ruhigen Seen bekannt ist. Machen Sie einen köstlichen Abstecher zu einem charmanten, traditionellen Bauernhof, wo Sie köstlichen Käse probieren können, bevor Sie die mystischen St. Beatus-Höhlen erkunden und die atemberaubende Aussicht vom majestätischen Niederhornmassiv genießen.

Erleben Sie den Reiz von Interlaken, schlendern Sie durch den Park Hohematte, bestaunen Sie die majestätischen Alpen und besuchen Sie die pulsierende Stadt Brienz mit dem kristallklaren türkisfarbenen See, während Sie zurück nach Luzern fahren.ab  CHF 799 pro Gruppe (bis zu 8 Personen)Reservieren"
"1713267369-230","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","200. Das Beste aus dem Schwarzwald aus Basel","CHF 1’008","","Mehr als 6 Stunden","200. Das Beste aus dem Schwarzwald aus BaselGanztägige TourenMehr als 6 StundenKostenlose StornierungEnglischGenießen Sie eine Fahrt durch einige der schönsten Landschaften der Schweiz.  Beginnen Sie Ihre Reise in Ihrem privaten und exklusiven Mercedes-Minibus und fahren Sie über den Brunig-Pass, um das spektakuläre Berner Oberland zu erreichen.  Wählen Sie dort die spektakulären Sehenswürdigkeiten aus, die Sie besuchen möchten.  Ihr Fahrer wird Ihnen interessante Kommentare auf der Route zu Ihren bevorzugten Zielen geben.  Wählen Sie zwischen einen von mehreren Gipfeln, die mit Seilbahnen und Zügen erreicht werden können – Jungfrau, Schilthorn oder First, die jeweils ihren ganz eigenen Charme haben.  Fahren Sie mit der Seilbahn zu den Reichenbach-Wasserfällen, wo nach dem Buch Sherlock Holmes sein Ende gefunden haben soll.  Besuchen Sie im Dorf das Sherlock Holmes Museum, bevor Sie zur faszinierenden Aare-Schlucht fahren, die 1.400 m lang und bis zu 200 m tief ist.ab  CHF 1’008 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-231","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","201. Privatreise von Genf in die Schweizer Hauptstadt - Bern & Paragliding in Interlaken","CHF 1’039","","Mehr als 6 Stunden","201. Privatreise von Genf in die Schweizer Hauptstadt - Bern & Paragliding in InterlakenGanztägige TourenMehr als 6 StundenKostenlose StornierungDeutsch + 3 weitereInterlaken City ist ein Seebad, das die Besucher durch seine strategische Lage im Zentrum von Interlaken in Erstaunen versetzt
Gebirgsregion Berner Oberland in der Zentralschweiz. Damit gehört Interlaken sicher zu den
beste Ausflugsziele in der Schweiz.ab  CHF 1’039 pro Gruppe (bis zu 3 Personen)Reservieren"
"1713267369-232","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","202. Schloss Gruyères, Käse und Schokolade Private Tour von Basel","CHF 771","","Mehr als 6 Stunden","202. Schloss Gruyères, Käse und Schokolade Private Tour von BaselEssen und TrinkenMehr als 6 StundenKostenlose StornierungChinesisch + 3 weitereDiese Käse- und Schokoladen-Eskapade ist ein wahrer Genuss für die Sinne und öffnet den Vorhang hinter den Kulissen der Käse- und Schokoladenproduktion in der Schweiz. Unser Abenteuer beginnt im mittelalterlichen Dorf Gruyères, das für den nussigen, halbharten Käse bekannt ist, der seinen Namen trägt. Entdecken Sie baufällige Häuser aus dem 15. Jahrhundert, verwinkelte Kopfsteinpflastergassen und eines der Wahrzeichen der Schweiz: das prächtige Schloss Gruyères. Verwöhnen Sie Ihren Gaumen in einer örtlichen Molkerei, wo uns hochqualifizierte Käser die Herstellung von Gruyères beibringen. Probieren Sie den legendären Käse frisch vom Laib und entdecken Sie die reiche Geschichte hinter dem Rezept. Befriedigen Sie Ihre Naschkatzen mit einem Besuch in der legendären Cailler-Fabrik, dem Geburtsort der Schweizer Schokolade. Entdecken Sie, warum Cailler-Schokolade als die cremigste Schokolade Europas gilt, und beobachten Sie Chocolatiers bei der Ausübung ihrer Kunst.ab  CHF 771 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-233","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","203. Privater Tagesausflug von Genf nach Bern","CHF 950","","8 - 9 Stunden","203. Privater Tagesausflug von Genf nach BernGanztägige Touren8 - 9 StundenKostenlose StornierungDeutsch + 4 weitereWählen Sie diesen privaten Ausflug mit lokalem Fahrer/Reiseführer, um Bern, die Hauptstadt der Schweiz, zu entdecken, eine Stadt voller Charme und Touristenattraktionen, von denen die wichtigsten sind:

- Das Bundeshaus, Regierungssitz, ein architektonisches Wunderwerk im Zentrum der Stadt. Eine Führung durch den Innenraum ist unter bestimmten Voraussetzungen oft möglich.

- Der Bärengraben, Wahrzeichen von Bern.

- Die Zytgloggelaube in der Altstadt.

- Der Rosengarten auf einem Hügel mit atemberaubendem Panoramablick auf die Stadt.

- Einsteins Haus, in dem der berühmte Physiker lebte.

- ein schöner Spaziergang auf einer der Brücken, die die Ufer mit dem historischen Zentrum der Hauptstadt verbinden.

Lassen Sie sich diesen großartigen Privatausflug nicht entgehen. Sie reisen in einem luxuriösen Mercedes-Benz-Fahrzeug, begleitet von Ihrem Fahrer/Reiseführer, der von unseren Reisenden für seine Professionalität und sein angenehmes Fahren sehr geschätzt wird.

Die Erinnerungen an diese Tour werden Ihnen für immer in Erinnerung bleiben.ab  CHF 950 pro Gruppe (bis zu 7 Personen)Reservieren"
"1713267369-234","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","204. Private Sightseeing-Tour von Mailand nach Italien und in die Schweiz","CHF 445","","Mehr als 6 Stunden","204. Private Sightseeing-Tour von Mailand nach Italien und in die SchweizIN DER REGEL SCHNELL AUSVERKAUFT*Ganztägige TourenMehr als 6 StundenKostenlose StornierungBegeben Sie sich auf dieser exklusiven privaten Autotour auf eine unvergessliche Reise durch die atemberaubenden Landschaften und bezaubernden Städte Italiens und der Schweiz. Von Mailand aus beginnt Ihr Abenteuer mit einem Besuch in Como, einer malerischen Stadt am Ufer des berühmten Comer Sees.

Sie setzen Ihre Odyssee fort und wagen sich nach Bellagio, das oft als „Perle des Comer Sees“ bezeichnet wird. Schlendern Sie durch die engen, mit leuchtenden Blumen geschmückten Gassen und genießen Sie die zeitlose Eleganz der historischen Villen.

Beim Überqueren der Schweiz erreicht Ihre Reise ihren Höhepunkt in der pulsierenden Stadt Lugano, wo der Charme der Alten Welt auf moderne Eleganz trifft. Schlendern Sie entlang der malerischen Seeuferpromenade, die mit Palmen und schicken Boutiquen geschmückt ist, und bestaunen Sie das Nebeneinander italienischer und schweizerischer Einflüsse in der Architektur der Stadt.ab  CHF 445 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-235","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","205. Halbtägige private Stadtrundfahrt durch Zürich","CHF 894","","6 Stunden","205. Halbtägige private Stadtrundfahrt durch ZürichHistorische Touren6 StundenEnglischZürich ist eine tolle Stadt und es gibt in Zürich viel zu sehen. Bei dieser Privatreise können Sie das fantastische Erlebnis einer Orientierungstour mit einem Van und Chauffeur genießen. Es kann regnerisch, kalt oder zu heiß sein, aber Ihnen steht 6 Stunden lang ein gutes, klimatisiertes Fahrzeug zur Verfügung, das Ihnen eine Panoramatour ermöglicht, bei der Sie nach Belieben Fotostopps einlegen und an einigen Orten wie z. B. anhalten können Machen Sie einen Spaziergang durch Niederdorf, um die lokale Kultur näher kennenzulernen. Sie werden das Wunder der Natur besuchen, das heute die Hauptattraktion für unzählige Besucher aus der ganzen Welt ist. Der Rheinfall – der größte Wasserfall Europas – bietet den Besuchern einen spektakulären Anblick!

Fühlen Sie sich wie ein König, wenn Sie entscheiden, wie viele Minuten Sie an welchem Ort bleiben möchten. Ihr Chauffeur wird Ihnen bei Bedarf Vorschläge machen. Entspannen Sie sich also mit Ihrer Familie oder Ihren Freunden, während wir Sie durch die Stadt Zürich fahren.ab  CHF 894 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-236","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","206. Private Wandertour Grindelwald First und Bachalpsee ab Zürich","CHF 737","","Mehr als 6 Stunden","206. Private Wandertour Grindelwald First und Bachalpsee ab ZürichBahnreisenMehr als 6 StundenKostenlose StornierungEnglisch + 1 weitereTauchen Sie ein in die Natur mit frischer Alpenluft und idyllischer grüner Umgebung auf der geführten Wanderung Grindelwald First und Bachalpsee. In Begleitung eines sachkundigen Reiseführers erfahren Sie Geschichten über die lokale Geschichte der Region, begegnen herrlichen Naturkulissen und erleben authentische Schweizer Kultur aus erster Hand, was dieses Abenteuer zu einem unvergesslichen Erlebnis macht!ab  CHF 737 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-237","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","207. Privater Transport nach Chamonix von Genf mit Fahrerführer","CHF 360","","8 - 10 Stunden","207. Privater Transport nach Chamonix von Genf mit FahrerführerGanztägige Touren8 - 10 StundenKostenlose StornierungEnglisch + 2 weitereBesuchen Sie die berühmtesten Dörfer am Fuße des majestätischen Mont-Blanc: Chamonix.

Entdecken Sie die atemberaubende alpine Landschaft von Chamonix in den französischen Alpen. Lassen Sie sich während einer 90-minütigen Fahrt von einem atemberaubenden Blick auf die weiße Autobahn beeindrucken, ein Tal inmitten der Alpen.

Chamonix ist eine malerische Stadt und der berühmteste Bergort in Frankreich. Von überall in der Stadt, wenn Sie in den Himmel schauen ... Sie werden es sehen - das Dach Europas - das majestätische Mont-Blanc. Genießen Sie die Busfahrt zum dritten meistbesuchten natürlichen Bergort der Welt.

Fahren Sie mit der Seilbahn zur Aiguille du Midi und berühren Sie den Himmel auf mehr als 4800 m! Entdecken Sie einen spektakulären Panoramablick auf das Chamonix-Tal und die französischen, schweizerischen und italienischen Alpen auf 3842 m Höhe! An einem klaren Tag können Sie sogar das Mattherhorn, den berühmten Schweizer Gipfel und das Wahrzeichen der Schweiz, sehen - es ist sogar auf Päckchen mit köstlicher Toblerone-Schokolade zu finden. Wenn es geöffnet ist, können Sie das einzigartige Abenteuer ""Step into the Void"" ausprobieren.
ab  CHF 360 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-238","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","208.  Ganztägige Privatreise von Zürich nach Genf","CHF 1’688","","Mehr als 6 Stunden","208.  Ganztägige Privatreise von Zürich nach GenfHistorische TourenMehr als 6 StundenDeutsch + 8 weitereDieser Tagesausflug von Zürich nach Genf erfasst das Herz der Schweiz und verbindet das kulturelle Erbe Zürichs mit der diplomatischen Bedeutung Genfs. Es ist eine Reise, die eine tiefe Wertschätzung für die Vielfalt und Schönheit der Schweiz vermittelt. Sie können diese Reiseroute gerne an Ihre Interessen und Vorlieben anpassen. Unser Team ist hier, um Sie bei der Gestaltung Ihres perfekten Schweizer Abenteuers zu unterstützen.

Es handelt sich um eine Panoramatour, bei der Sie nach Belieben Fotostopps einlegen und an einigen Orten wie dem Zürichsee, der Altstadt, der Kathedrale St. Peter, der Bahnhofstraße usw. anhalten können, um die lokale Kultur näher kennenzulernen.

Fühlen Sie sich wie ein König, wenn Sie entscheiden, wie viele Minuten Sie an welchem Ort bleiben möchten. Ihr Chauffeur wird Ihnen bei Bedarf Vorschläge machen. Entspannen Sie sich also mit Ihrer Familie oder Ihren Freunden, während wir Sie durch Zürich nach Genf fahren.ab  CHF 1’688 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-239","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","209. Privater Transfer von Zürich nach Florenz mit 2-stündigem Stopp","CHF 919","","8 - 9 Stunden","209. Privater Transfer von Zürich nach Florenz mit 2-stündigem StoppGanztägige Touren8 - 9 StundenKostenlose StornierungEnglischDiese Tour ermöglicht es Ihnen, eines der Juwelen der Gegend zu sehen, mit einem sehr beliebten Erlebnis, das Ihre Zeit absolut wert ist.

Auf Ihrem Weg von Zürich nach Florenz werden Sie eine schöne und ruhige Zeit verbringen und dennoch die Möglichkeit haben, etwas Einzigartiges und Besonderes zu lernen, eine Erfahrung, die Sie mit der Geschichte und den Einheimischen verbindet.

Gönnen Sie sich die Chance, ein anderes und besonderes Abenteuer zu erleben.

Die Dauer entspricht Transport + Haltestelle.ab  CHF 919 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-240","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","210. Eine private Food-Tour auf dem Luganersee vom Comer See","CHF 959","","6 Stunden","210. Eine private Food-Tour auf dem Luganersee vom Comer SeeBustouren6 StundenDeutsch + 4 weitereLugano, die Hauptstadt des Bezirks Tessin in der Schweizerischen Eidgenossenschaft, weist zahlreiche italienische Einflüsse auf: Sowohl die Kunst als auch die kulinarischen Traditionen wurden stark von den Beziehungen zu Mailand und Como beeinflusst. Diese private Tour führt Sie zu beiden Aspekten dieser wunderschönen Stadt, in der eine lebendige Kultur auf eine bezaubernde Landschaft trifft. Sie werden durch seine Highlights gehen: LAC, Via Nassa, Via Pessina, Piazza Reforma, Lungolago, Parco Ciani. Anschließend genießen Sie die Stadt wie die Einheimischen und machen Halt, um lokalen Wein, Eis und andere saisonale Spezialitäten zu probierenab  CHF 959 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
"1713267369-241","https://www.tripadvisor.ch/Attraction_Products-g188045-t11889-zfg11867-o30-Switzerland.html","211. Privater Tagesausflug von Luzern zum Comer See und nach Lugano mit dem Auto","CHF 219","","11 - 12 Stunden","211. Privater Tagesausflug von Luzern zum Comer See und nach Lugano mit dem AutoGanztägige Touren11 - 12 StundenKostenlose StornierungEnglischBegleiten Sie uns auf diesem ganztägigen privaten Ausflug mit dem Auto ab Luzern, um die atemberaubenden Schweizer Alpen und märchenhaften Städte entlang der ruhigen Ufer der Seen zu entdecken.

Erkunden Sie Lugano, eine wunderschöne Seestadt, umgeben von zahlreichen Bergen mit herrlichen Aussichtspunkten. Der verkehrsfreie historische Stadtkern, die zahlreichen Gebäude im italienischen lombardischen Stil, Plätze und Laubengänge im mediterranen Stil.

Erkunden Sie die Stadt Como mit ihrem historischen Zentrum und herrlichen Ausblicken auf die schroffen italienischen Alpen und das glitzernde blaue Wasser. Genießen Sie einfach „la dolce vita“, schlendern Sie mit Gelato in der Sonne, schwimmen Sie in Kieselbuchten und essen Sie jede Menge frische Pasta! in der Freizeit.

Besuchen Sie die idyllische, friedliche Schweizer Stadt Bellinzona, die von den hoch aufragenden Schweizer Alpen umgeben ist und im Volksmund als Stadt der drei Burgen bekannt ist: Castelgrande, Schloss Montebello und Catello di Sasso Corbaro, die auf der UNESCO-Liste des Weltkulturerbes stehen und für ihre modellierte Architektur bewundert werden im italienischen Stil.ab  CHF 219 pro Erwachsenem (Preis variiert je nach Gruppengröße)Reservieren"
